new_cases_smoothed_per_million,new_tests_smoothed_per_thousand,people_fully_vaccinated_per_hundred,stringency_index,gdp_per_capita,human_development_index,diabetes_prevalence,life_expectancy,hospital_beds_per_thousand,temparature,rainfall,retail,grocery,transit,work,park,resident,median_age,Population_14,Population_65,Population_density,Mortality_rate_infant,Current health expenditure,Surface area,Unemployment,PM2.5,International migrant stock,houseshold_size,democracy,Asia,date2,location
17.618,1.019,48.94,67.59,45229.245,0.947,8.31,81.33,8,18.48719212,0.047208122,-0.705882353,11.58823529,-6.411764706,-23.41176471,176.9411765,3.352941176,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,53,Germany
18.076,1.015,49.13,67.59,45229.245,0.947,8.31,81.33,8,19.83,2.729081633,-10.17647059,3.764705882,12.64705882,6.411764706,172.7058824,-1.823529412,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,54,Germany
18.358,1.012,49.24,67.59,45229.245,0.947,8.31,81.33,8,20.3965,3.041025641,15.47058824,73.82352941,13.29411765,16.29411765,148.8235294,-1.764705882,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,55,Germany
19.106,1.009,49.56,67.59,45229.245,0.947,8.31,81.33,8,20.03482587,4.063959391,6.588235294,14.70588235,-9.882352941,-27.64705882,165.7647059,5.411764706,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,56,Germany
19.845,1.007,50.1,67.59,45229.245,0.947,8.31,81.33,8,19.45980392,3.134848485,8.235294118,15.29411765,-9.294117647,-26.94117647,192.4705882,5.411764706,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,57,Germany
22.229,1.004,50.78,67.59,45229.245,0.947,8.31,81.33,8,18.39754902,3.225252525,10.35294118,15.52941176,-8.882352941,-27.05882353,168.3529412,5.058823529,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,58,Germany
23.669,1.001,51.35,67.59,45229.245,0.947,8.31,81.33,8,17.93823529,1.145454545,11.41176471,17.05882353,-7.176470588,-27.29411765,173.5294118,4.588235294,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,59,Germany
24.905,0.999,51.83,67.59,45229.245,0.947,8.31,81.33,8,18.53891626,1.345959596,5.117647059,15.52941176,-5.058823529,-26.94117647,180.9411765,3.529411765,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,60,Germany
25.294,0.996,52,67.59,45229.245,0.947,8.31,81.33,8,17.89455446,2.145408163,-2.764705882,9,17.17647059,5.176470588,152.0588235,-1.588235294,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,61,Germany
25.981,0.993,52.11,64.81,45229.245,0.947,8.31,81.33,8,15.75,6.919191919,18.29411765,74.05882353,18.41176471,11.41176471,124.5294118,-1.294117647,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,62,Germany
26.147,0.995,52.39,64.81,45229.245,0.947,8.31,81.33,8,15.40049261,2.564141414,13.76470588,20.47058824,-5.764705882,-29.11764706,157.6470588,5.176470588,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,63,Germany
26.976,0.996,52.85,59.26,45229.245,0.947,8.31,81.33,8,15.21435644,3.228787879,11.70588235,18.82352941,-6.823529412,-28.94117647,175.1176471,5.764705882,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,64,Germany
28.011,0.998,53.41,59.26,45229.245,0.947,8.31,81.33,8,15.80149254,2.565816327,11.70588235,16.64705882,-6.235294118,-28.41176471,171.7647059,4.882352941,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,65,Germany
29.174,1,53.93,59.26,45229.245,0.947,8.31,81.33,8,16.59651741,3.690306122,8.764705882,16.52941176,-6.823529412,-27.76470588,159,5.235294118,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,66,Germany
30.529,1.001,54.36,59.26,45229.245,0.947,8.31,81.33,8,17.008,4.787755102,0.529411765,12.82352941,-6.882352941,-27.35294118,143.8235294,5.176470588,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,67,Germany
32.155,1.003,54.53,59.26,45229.245,0.947,8.31,81.33,8,16.9185,4.926666667,-4.647058824,6.529411765,15.47058824,3.529411765,155.6470588,-0.941176471,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,68,Germany
33.325,1.004,54.64,59.26,45229.245,0.947,8.31,81.33,8,16.3745,2.252040816,21.52941176,79.70588235,19.76470588,11.94117647,138.8823529,-1.529411765,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,69,Germany
34.517,0.999,54.93,59.26,45229.245,0.947,8.31,81.33,8,16.2815,1.413333333,12.41176471,17.88235294,-5.235294118,-28.05882353,173.7058824,4.764705882,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,70,Germany
35.769,0.994,55.36,59.26,45229.245,0.947,8.31,81.33,8,16.781,3.240816327,12,17.47058824,-5.588235294,-28,178.9411765,5.352941176,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,71,Germany
38.881,0.988,55.88,59.26,45229.245,0.947,8.31,81.33,8,17.9529703,0.158375635,14.64705882,15.94117647,-9.058823529,-27.58823529,212.5294118,3.823529412,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,72,Germany
42.355,0.983,56.33,59.26,45229.245,0.947,8.31,81.33,8,19.61435644,5.10E-04,9.588235294,15.29411765,-10.88235294,-27.11764706,209.2941176,3.705882353,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,73,Germany
46.012,0.978,56.72,59.26,45229.245,0.947,8.31,81.33,8,21.18316832,0.510714286,0.529411765,12.41176471,-4.235294118,-26.88235294,190.6470588,3.470588235,46.6,13.95559545,21.68744937,238.252118,3.2,11.42995071,357580,4.31,12.02876736,14.8790513,2.095,0.833,0,74,Germany
35.664,3.029,33.37,45.37,24574.382,0.888,4.55,82.24,4.21,29.02777778,0,19.375,46.125,48.625,-12.875,160.125,-5.375,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,25,Greece
35.471,2.977,34.08,45.37,24574.382,0.888,4.55,82.24,4.21,29.30285714,0.1,11.875,33.125,79.5,-3.75,164.75,-7.875,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,26,Greece
35.305,3.029,34.63,45.37,24574.382,0.888,4.55,82.24,4.21,28.4,0,15,97.875,93.5,-0.5,209.625,-9.75,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,27,Greece
37.44,3.084,35.35,41.67,24574.382,0.888,4.55,82.24,4.21,28.01666667,0,32,49.125,56.75,-12,201.875,-7,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,28,Greece
39.755,3.404,35.97,41.67,24574.382,0.888,4.55,82.24,4.21,27.89722222,0,24.25,44.375,48.75,-13.125,172.375,-6.875,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,29,Greece
41.339,3.307,36.53,41.67,24574.382,0.888,4.55,82.24,4.21,28.23333333,0,31.25,50.5,60.5,-11.875,197,-7.875,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,30,Greece
45.127,3.349,36.94,41.67,24574.382,0.888,4.55,82.24,4.21,29.26571429,0,29.25,56.25,69.25,-13.75,195.625,-6.125,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,31,Greece
53.309,3.388,37.39,41.67,24574.382,0.888,4.55,82.24,4.21,28.60555556,0.067567568,25.125,55.125,75.5,-13.875,180.125,-5.625,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,32,Greece
64.426,3.477,37.77,41.67,24574.382,0.888,4.55,82.24,4.21,26.38571429,0.527027027,21.75,43.5,113.75,-1.625,189.625,-8.375,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,33,Greece
69.688,3.562,38.26,41.67,24574.382,0.888,4.55,82.24,4.21,25.68055556,0,27.25,121.625,128.375,3.25,245.75,-10.875,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,34,Greece
78.476,3.658,38.74,41.67,24574.382,0.888,4.55,82.24,4.21,25.85277778,0.008108108,44.375,60.75,87.875,-12.5,249.75,-7.25,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,35,Greece
100.764,3.946,39.13,54.17,24574.382,0.888,4.55,82.24,4.21,26.90571429,0,38.5,58.625,82.125,-12.25,224.25,-6.75,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,36,Greece
117.143,4.239,39.59,54.17,24574.382,0.888,4.55,82.24,4.21,27.6,0,44.375,60.875,86.875,-13.125,247.75,-6.875,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,37,Greece
135.491,4.564,40.03,54.17,24574.382,0.888,4.55,82.24,4.21,27.94166667,0.027027027,41.25,63.75,91.375,-12,240.125,-7.125,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,38,Greece
149.5,4.958,40.52,54.17,24574.382,0.888,4.55,82.24,4.21,27.48055556,0.013513514,33.5,58,97.125,-13.25,218.875,-6,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,39,Greece
165.273,5.439,41.04,54.17,24574.382,0.888,4.55,82.24,4.21,26.89722222,0.891891892,25.5,44.875,137.625,-1,216.375,-8.5,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,40,Greece
176.94,5.649,41.06,54.17,24574.382,0.888,4.55,82.24,4.21,26.79722222,0.145945946,33.5,152,151.625,8.25,260.375,-10.625,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,41,Greece
191.597,5.791,41.77,54.17,24574.382,0.888,4.55,82.24,4.21,27.16666667,0.154054054,50.625,63.375,108.375,-12.875,288.625,-7.875,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,42,Greece
215.427,6.051,42.31,57.87,24574.382,0.888,4.55,82.24,4.21,27.84857143,0,44.125,63.5,101.75,-13.125,260.125,-6.875,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,43,Greece
230.842,6.225,42.8,57.87,24574.382,0.888,4.55,82.24,4.21,28.34722222,0,53,64.625,111.5,-13,272.125,-7,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,44,Greece
240.939,6.449,43.26,57.87,24574.382,0.888,4.55,82.24,4.21,28.26451613,0,49.375,69.125,113.125,-11.75,263.875,-7.375,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,45,Greece
250.457,6.712,43.72,57.87,24574.382,0.888,4.55,82.24,4.21,28.08055556,0,40.25,61.375,114.875,-13.625,242.125,-6.75,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,46,Greece
253.584,6.896,44.23,57.87,24574.382,0.888,4.55,82.24,4.21,27.01666667,0,32.625,49,157.125,-0.375,240.25,-9.375,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,47,Greece
254.879,7.04,44.27,57.87,24574.382,0.888,4.55,82.24,4.21,25.93714286,4.033333333,37.5,141.75,171.125,6.125,280.875,-10.25,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,48,Greece
251.725,7.064,44.79,57.87,24574.382,0.888,4.55,82.24,4.21,25.67777778,1.154054054,60.5,70.75,126.375,-13.25,308.25,-7.375,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,49,Greece
257.455,7.122,45.22,66.2,24574.382,0.888,4.55,82.24,4.21,26.19714286,0.324324324,54.875,67.625,123.25,-13,284.125,-6.875,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,50,Greece
257.91,7.163,45.65,66.2,24574.382,0.888,4.55,82.24,4.21,27.22857143,0,60.25,69.5,125.375,-12.75,307.5,-7,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,51,Greece
255.251,7.209,46.17,66.2,24574.382,0.888,4.55,82.24,4.21,26.72285714,0,56.75,71.625,123.375,-12.125,293.625,-7,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,52,Greece
257.51,7.265,46.58,66.2,24574.382,0.888,4.55,82.24,4.21,25.96,0,46.625,65.875,124.5,-13.125,263.75,-5.75,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,53,Greece
256.38,7.266,47.07,66.2,24574.382,0.888,4.55,82.24,4.21,25.39166667,0.045945946,37.875,54.125,173.625,0.75,251.75,-8.625,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,54,Greece
256.312,7.354,47.08,66.2,24574.382,0.888,4.55,82.24,4.21,25.72222222,0,47.75,159.375,188.375,9.375,298.875,-10.125,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,55,Greece
259.37,7.442,47.66,66.2,24574.382,0.888,4.55,82.24,4.21,26.53548387,0,70.75,74.75,134.25,-13.25,348.125,-8.25,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,56,Greece
257.207,7.555,48.15,66.2,24574.382,0.888,4.55,82.24,4.21,27.88333333,0,61.25,73.875,131.5,-12.75,309,-7.125,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,57,Greece
255.857,7.7,48.55,66.2,24574.382,0.888,4.55,82.24,4.21,28.81388889,0.132432432,66.75,74.875,136.875,-12.5,323.125,-7,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,58,Greece
257.138,7.94,48.94,66.2,24574.382,0.888,4.55,82.24,4.21,29.98055556,0.024324324,64,80.375,133.75,-11.5,313,-7.5,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,59,Greece
257.014,8.313,49.35,66.2,24574.382,0.888,4.55,82.24,4.21,30.21714286,0,50.625,72,133,-13,273,-6.5,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,60,Greece
260.871,8.593,49.81,66.2,24574.382,0.888,4.55,82.24,4.21,30.45,0,40.5,58.25,187.625,1.125,261.5,-9.25,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,61,Greece
261.56,8.682,49.83,66.2,24574.382,0.888,4.55,82.24,4.21,30.15,0,48.875,169.375,203.75,10.125,318.625,-10.625,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,62,Greece
262.91,8.734,50.13,66.2,24574.382,0.888,4.55,82.24,4.21,30.45555556,0,75.75,83.625,143.875,-16.5,368.875,-7.125,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,63,Greece
260.141,8.818,50.45,66.2,24574.382,0.888,4.55,82.24,4.21,31.78611111,0.010810811,65.125,78.125,137.375,-17.25,329.75,-5.75,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,64,Greece
259.934,8.841,50.74,66.2,24574.382,0.888,4.55,82.24,4.21,31.27352941,0.008108108,76.625,82.125,147.25,-16.75,364.5,-6.25,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,65,Greece
261.216,8.889,51.04,66.2,24574.382,0.888,4.55,82.24,4.21,30.76666667,0,72.625,86.125,149.5,-16,354.25,-6.875,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,66,Greece
262.331,8.009,51.35,66.2,24574.382,0.888,4.55,82.24,4.21,29.675,0.486486486,57.375,75.875,143.5,-18.25,303.375,-4.875,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,67,Greece
262.249,7.222,51.69,66.2,24574.382,0.888,4.55,82.24,4.21,27.85833333,0.005405405,48.5,64,205.75,0.625,286.875,-7.75,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,68,Greece
265.651,8.651,51.7,66.2,24574.382,0.888,4.55,82.24,4.21,27.00277778,0,61.875,188.375,215.875,12.375,350.625,-9.125,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,69,Greece
271.698,8.595,51.99,66.2,24574.382,0.888,4.55,82.24,4.21,27.76,0,93.875,93.25,162.25,-20.875,437.75,-6.375,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,70,Greece
280.583,8.576,52.23,71.76,24574.382,0.888,4.55,82.24,4.21,29.18857143,0.108108108,82.375,86.875,157.625,-21.75,394.25,-5.75,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,71,Greece
289.082,8.579,52.47,71.76,24574.382,0.888,4.55,82.24,4.21,29.05833333,1.086486486,90,88.5,162,-22.875,416.125,-5.375,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,72,Greece
300.323,8.526,52.7,71.76,24574.382,0.888,4.55,82.24,4.21,28.33333333,0.110810811,87.25,95,160.25,-22.625,410.75,-5.75,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,73,Greece
308.161,9.258,52.92,71.76,24574.382,0.888,4.55,82.24,4.21,28.19714286,0,72,88.875,159.75,-25.125,365.75,-4.5,45.3,13.65592081,22.28438997,83.13071373,3.3,7.71544075,131960,16.85,16.21826638,11.34237737,2.5,0.744,0,74,Greece
82.803,0.153,0.86,51.85,7423.808,0.663,10.18,74.3,0.6,22.8125,2.366666667,5.333333333,12.65853659,-20.1,-16.01851852,-14.6375,1.530612245,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,25,Guatemala
85.363,0.154,0.86,51.85,7423.808,0.663,10.18,74.3,0.6,24.9125,2.555555556,6.326923077,12.06818182,-12.4516129,-9.629213483,-11.86206897,-1.58974359,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,26,Guatemala
86.795,0.155,0.86,51.85,7423.808,0.663,10.18,74.3,0.6,23.76666667,12.11111111,4.425531915,2.256410256,-22.89655172,-17.43243243,-10.20689655,-0.8,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,27,Guatemala
87.069,0.132,0.87,51.85,7423.808,0.663,10.18,74.3,0.6,23.94444444,4.411111111,4.272727273,10.45,-24.86666667,-42.35454545,-18.07792208,6.4,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,28,Guatemala
77.973,0.146,0.87,51.85,7423.808,0.663,10.18,74.3,0.6,23.56666667,5.155555556,-1.977272727,7.891891892,-24.82142857,-20.22018349,-20.525,1.76,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,29,Guatemala
69.214,0.155,0.88,51.85,7423.808,0.663,10.18,74.3,0.6,23.85555556,5.6,6.477272727,18.76923077,-18.40740741,-18.66055046,-14.26923077,2.6,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,30,Guatemala
76.165,0.164,0.88,51.85,7423.808,0.663,10.18,74.3,0.6,25.72857143,7.055555556,7.863636364,23,-13.73076923,-18.58181818,-14,2.3,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,31,Guatemala
77.629,0.171,NA,51.85,7423.808,0.663,10.18,74.3,0.6,24.24444444,1.377777778,5.386363636,18.75,-16.55172414,-15.37962963,-13.28395062,2.541666667,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,32,Guatemala
80.916,0.177,0.9,51.85,7423.808,0.663,10.18,74.3,0.6,23.95,0.5,3.927272727,13.84090909,-11,-9.322222222,-12.79310345,-0.564102564,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,33,Guatemala
81.543,0.179,0.9,51.85,7423.808,0.663,10.18,74.3,0.6,24.26666667,2.222222222,0.808510638,7.081081081,-18.20689655,-16.36986301,-12.63636364,-0.166666667,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,34,Guatemala
82.639,0.208,0.91,51.85,7423.808,0.663,10.18,74.3,0.6,23.18888889,10.91111111,-0.636363636,11.18421053,-19.96428571,-14.73394495,-19.03947368,3.46,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,35,Guatemala
98.983,0.206,0.93,51.85,7423.808,0.663,10.18,74.3,0.6,24.28888889,4.977777778,2.568181818,14.83783784,-21.7037037,-14.83486239,-16.5974026,2.68,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,36,Guatemala
114.991,0.209,0.96,51.85,7423.808,0.663,10.18,74.3,0.6,24.25555556,2.655555556,0.25,13.76923077,-19.18518519,-15.27522936,-16.53164557,3.4,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,37,Guatemala
116.666,0.213,0.99,51.85,7423.808,0.663,10.18,74.3,0.6,24.41111111,0.444444444,5.045454545,18.34210526,-16.38461538,-16.58715596,-12.96153846,3.2,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,38,Guatemala
120.533,0.218,1.03,51.85,7423.808,0.663,10.18,74.3,0.6,24.6,0,3.066666667,15.65853659,-17.27586207,-13.20560748,-15.3,3.306122449,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,39,Guatemala
126.201,0.218,NA,51.85,7423.808,0.663,10.18,74.3,0.6,24.12222222,0.588888889,1.245283019,12.41860465,-9.151515152,-9.044444444,-15.64367816,0.447368421,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,40,Guatemala
129.386,0.227,1.04,51.85,7423.808,0.663,10.18,74.3,0.6,23.77777778,2.777777778,-0.638297872,6.736842105,-18.85714286,-16.13513514,-14.25842697,0.833333333,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,41,Guatemala
130.122,0.239,1.09,51.85,7423.808,0.663,10.18,74.3,0.6,23.96666667,4.933333333,-0.688888889,11.1025641,-20.82758621,-14.86363636,-18.67532468,3.72,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,42,Guatemala
131.516,0.245,1.17,52.78,7423.808,0.663,10.18,74.3,0.6,NA,1.077777778,3.023255814,14.91666667,-19.59259259,-15.58715596,-15.93506494,3.18,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,43,Guatemala
131.124,0.245,1.25,52.78,7423.808,0.663,10.18,74.3,0.6,23.65555556,12.84444444,1.613636364,14.86842105,-18.03846154,-16.01834862,-16.94936709,4.12,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,44,Guatemala
128.478,0.249,1.33,52.78,7423.808,0.663,10.18,74.3,0.6,24.31111111,3.444444444,13.1627907,30.38888889,-8,-15.21100917,-8.552631579,2.31372549,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,45,Guatemala
127.977,0.245,1.4,52.78,7423.808,0.663,10.18,74.3,0.6,23.56666667,2.122222222,9.545454545,24.52631579,-9.357142857,-12.39814815,-9.696202532,2.163265306,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,46,Guatemala
123.797,0.241,1.41,52.78,7423.808,0.663,10.18,74.3,0.6,23.28888889,4.677777778,8.075471698,20.36363636,-4.096774194,-7.428571429,-9.735632184,-0.657894737,22.9,33.34243157,5.042039415,157.3192703,20.7,5.70716429,108890,4.65,24.07064893,0.467187672,4.81,0.405,0,47,Guatemala
